Date,Close,Open,High,Low,Adj Close,Volume
6/20/2011,51,51,51.490002,50.549999,43.051266,828236
6/21/2011,52.41,51.220001,52.41,51.130001,44.241505,956503
6/22/2011,52.880001,52.419998,53.09,51.709999,44.638256,1027445
6/23/2011,51.41,53.099998,53.099998,51.049999,43.397362,1546231
6/24/2011,51.91,51.830002,52.689999,51.720001,43.819439,1115082
6/27/2011,51.77,51.970001,52.48,51.549999,43.701252,548011
6/28/2011,53.779999,53.049999,54.029999,52.73,45.39798,1871595
6/29/2011,54.950001,54.43,55.240002,54.389999,46.385628,1831635
6/30/2011,54.700001,54.91,55.099998,53.919998,46.174595,1242493
7/1/2011,54.75,54.709999,55.299999,54.299999,46.216805,952831
7/4/2011,54.98,54.919998,55.139999,54.540001,46.410954,494725
7/5/2011,55.779999,54.98,55.950001,54.98,47.086266,819650
7/6/2011,55.959999,55.799999,56.040001,55.330002,47.238213,609442
7/7/2011,55.799999,55.400002,55.889999,54.869999,47.103149,1052379
7/8/2011,55.84,56,56.439999,55.380001,47.136913,818516
7/11/2011,54.93,55.720001,55.799999,54.580002,46.368744,866438
7/12/2011,54.73,54.380001,54.919998,52.869999,46.199917,1357840
7/13/2011,56.330002,54.740002,56.330002,54.560001,47.550549,809187
7/14/2011,55.939999,56.040001,56.509998,55.580002,47.221329,975528
7/15/2011,57.419998,55.599998,57.619999,55.560001,48.470657,1524904
7/18/2011,55.27,57.23,57.619999,55.09,46.655762,1747485
7/19/2011,53.580002,55.18,55.259998,52.740002,45.229153,3011219
7/20/2011,53.470001,54.189999,54.290001,52.799999,45.136299,1107050
7/21/2011,53.119999,53.84,53.84,52.599998,44.840847,1191568
7/22/2011,54.959999,54.299999,55.150002,54.18,46.39407,1507640
7/25/2011,55.5,54.700001,55.849998,54.549999,46.849907,779255
7/26/2011,54.5,55.700001,55.98,54.169998,46.005764,1222631
7/27/2011,54.200001,54.209999,55.459999,54.09,45.752522,972725
7/28/2011,53.419998,54.130001,54.490002,52.84,45.09409,1296636
7/29/2011,51.790001,52.959999,53,50.419998,43.718136,1845913
8/1/2011,51.189999,52.68,53.060001,51.02,43.211658,1118569
8/2/2011,49.52,50.970001,51.099998,49.349998,41.801929,1676875
8/3/2011,48.834999,49.080002,49.599998,48,41.223698,1467023
8/4/2011,48.540001,51,51.549999,47.794998,40.974674,2764248
8/5/2011,48.514999,47.994999,50.189999,46.169998,40.953575,2196540
8/8/2011,45.435001,47.959999,48.314999,45.259998,38.353611,2422926
8/9/2011,46.349998,45.130001,46.645,42.529999,39.126003,2603021
8/10/2011,45.404999,46.75,47.724998,44.75,38.328289,2360390
8/11/2011,48.330002,46.43,48.435001,45.169998,40.797401,1897122
8/12/2011,49.415001,48.355,50.169998,47.73,41.713303,1571053
8/15/2011,49.029999,49.849998,50.360001,48.740002,41.388302,897196
8/16/2011,48.244999,48.584999,48.68,47.285,40.725651,849925
8/17/2011,48.025002,48.080002,48.509998,47.400002,40.539944,939538
8/18/2011,45.459999,47.415001,47.785,45.055,38.374722,1281233
8/19/2011,44.419998,45.169998,45.395,42.419998,37.496803,2606600
8/22/2011,44.110001,43.869999,45.014999,43.474998,37.235123,1443879
8/23/2011,44.700001,44.57,44.955002,43.834999,37.733173,1429921
8/24/2011,45.935001,44.845001,45.985001,44.514999,38.775692,1253457
8/25/2011,45.669998,46.305,46.779999,44.900002,38.551983,1554931
8/26/2011,45.965,45.575001,46.215,44.43,38.80101,1422270
