Date,Close,Open,High,Low,Adj Close,Volume
5/19/2011,36.008209,36.008209,36.604092,35.659191,30.821474,6293177
5/20/2011,35.318691,36.169949,36.340199,35.233562,30.231276,8934398
5/23/2011,34.637684,34.782398,34.986698,34.35677,29.648367,7720720
5/24/2011,34.441895,34.561069,34.773884,34.233337,29.480778,6274653
5/25/2011,35.003723,34.135441,35.327202,33.952412,29.961679,22275376
5/26/2011,34.859013,35.242077,35.642166,34.612144,29.837809,38923226
5/27/2011,34.83773,35.361252,35.454891,34.603634,30.375933,9245818
5/30/2011,34.578094,34.867523,35.156952,34.565327,30.149549,2843264
5/31/2011,35.254845,34.910088,35.437866,34.910088,30.739626,7030070
6/1/2011,34.944138,35.352741,35.527248,34.654709,30.468712,7030247
6/2/2011,34.143955,34.569584,34.850498,34.143955,29.771009,6081119
6/3/2011,34.795166,34.382305,34.927113,34.09288,30.33882,6988154
6/6/2011,34.148209,34.561069,34.603634,33.982216,29.774723,6964441
6/7/2011,34.220566,34.033291,34.552559,33.888577,29.837809,4760101
6/8/2011,33.735352,33.952412,34.114159,33.382076,29.414742,7629023
6/9/2011,33.833244,33.543816,34.071598,33.241619,29.500097,6200218
6/10/2011,33.752377,33.807709,34.544044,33.616173,29.429586,7544415
6/13/2011,33.616173,33.880062,33.943909,33.51828,29.310827,2940739
6/14/2011,34.237595,34.135441,34.535534,34.109905,29.852661,6119846
6/15/2011,33.820477,34.097134,34.28867,33.722584,29.488964,6184764
6/16/2011,33.854527,33.599148,33.897087,33.216084,29.518652,7809683
6/17/2011,34.326977,33.607662,34.629169,33.475716,29.930593,19197851
6/20/2011,34.25462,33.799194,34.305695,33.667252,29.8675,5552905
6/21/2011,35.114388,34.373795,35.173977,34.32272,30.617159,7551114
6/22/2011,34.978188,35.220795,35.310177,34.922855,30.498398,5002879
6/23/2011,34.084366,34.850498,34.939873,33.867294,29.719055,7208570
6/24/2011,33.594894,34.731323,34.765373,33.326748,29.292271,8704313
6/27/2011,33.130959,33.279926,33.816212,32.858555,28.887753,8831515
6/28/2011,33.854527,33.48423,34.050316,33.250134,29.518652,7157401
